ts,orderId,execType,side,price,lastQty,leaves
2025-07-24T03:38:08.1273233Z,58de3123-bf24-448f-8749-a5cfaa442c9d,Trade,Sell,20.01,2500,0
2025-07-24T03:38:08.1273233Z,85430915-c457-42f2-8896-a0b36ab45660,Trade,Sell,20.01,1088,1412
2025-07-24T03:38:08.1373233Z,f7d9a519-4c65-47a9-9083-7b0c5b8f779f,New,Buy,19.99,0,2109
2025-07-24T03:38:08.1473233Z,85430915-c457-42f2-8896-a0b36ab45660,Trade,Sell,20.01,1412,0
2025-07-24T03:38:08.1473233Z,0430e783-0f4a-4a08-b397-56d21168588d,Trade,Sell,20.01,755,333
2025-07-24T03:38:08.1573233Z,0430e783-0f4a-4a08-b397-56d21168588d,Trade,Sell,20.01,270,63
2025-07-24T03:38:08.1673233Z,38ea5d67-66a6-40cf-9670-2bfaa4f46e59,Trade,Sell,20.01,359,1808
2025-07-24T03:38:08.1773233Z,6ccf37e5-5be4-4f4b-afc4-d10cb5cd9438,New,Buy,20.00,0,2741
2025-07-24T03:38:08.1873233Z,b26b6393-75c7-4ad5-b637-299c164b6d47,New,Buy,20.01,0,646
2025-07-24T03:38:08.1973233Z,cc404da3-238d-420e-a3a9-0bd162b4ee10,Trade,Sell,20.02,1178,974
2025-07-24T03:38:08.2073233Z,cc404da3-238d-420e-a3a9-0bd162b4ee10,Trade,Sell,20.02,974,0
2025-07-24T03:38:08.2073233Z,800ab437-8335-4fa8-929e-d6ce4441a2c3,Trade,Sell,20.03,2500,0
2025-07-24T03:38:08.2073233Z,21e3f417-6c39-4798-8c2f-1433e10094fc,Trade,Sell,20.03,1852,0
2025-07-24T03:38:08.2073233Z,53832b2d-03ec-4271-a900-099a7ac90df2,Trade,Sell,20.04,2152,0
2025-07-24T03:38:08.2073233Z,4fa5c0b3-f034-47b5-824d-e3c9c3ba3ba8,Trade,Sell,20.04,1594,0
2025-07-24T03:38:08.2073233Z,f727f87c-fb8d-4f84-8f61-a83f7a9eccff,Trade,Sell,20.05,644,1208
2025-07-24T03:38:08.2173233Z,707402b0-e205-4819-9324-80910cee7bea,New,Buy,20.02,0,1391
2025-07-24T03:38:08.2273233Z,f150b319-75c4-42ec-9a91-4cf7a9f29707,Trade,Sell,20.04,326,2174
2025-07-24T03:38:08.2273233Z,0838c8d1-68b1-4267-bdfe-f882affabf27,Cancel,Sell,20.08,0,0
2025-07-24T03:38:08.2373233Z,319d4c1e-c15b-4e2a-bdf0-ac6c8d065395,New,Buy,20.03,0,1507
2025-07-24T03:38:08.2473233Z,978cda80-3328-43e5-b743-24100ad2334b,New,Buy,20.03,0,213
2025-07-24T03:38:08.2573233Z,319d4c1e-c15b-4e2a-bdf0-ac6c8d065395,Trade,Buy,20.03,1507,0
2025-07-24T03:38:08.2573233Z,978cda80-3328-43e5-b743-24100ad2334b,Trade,Buy,20.03,213,0
2025-07-24T03:38:08.2573233Z,bd9f7616-b1ff-4c7a-8dce-d508692a9a4a,Trade,Buy,20.03,41,2459
2025-07-24T03:38:08.2673233Z,be830465-a4be-4fe4-949c-40fc4fff366d,New,Buy,20.03,0,112
2025-07-24T03:38:08.2773233Z,c6cdd495-a0b6-4ba4-9d9b-fa29d95d19fd,New,Sell,20.05,0,2108
2025-07-24T03:38:08.2873233Z,f7d99071-3020-441a-a8a1-35621a66a0f0,New,Sell,20.06,0,220
2025-07-24T03:38:08.2973233Z,dc36f2d3-f997-436b-b3db-a8cb8238945a,Trade,Sell,20.05,2500,0
2025-07-24T03:38:08.2973233Z,93f81521-817e-4026-82ad-8fe9fe1bfb27,Trade,Sell,20.05,273,1099
2025-07-24T03:38:08.3073233Z,c6cdd495-a0b6-4ba4-9d9b-fa29d95d19fd,Trade,Sell,20.05,466,1642
2025-07-24T03:38:08.3173233Z,deb2781b-664d-4300-9c03-a0efa667d150,New,Buy,20.02,0,1264
2025-07-24T03:38:08.3273233Z,1f3e6ba4-f4a2-4e59-892e-5b0bed383c6c,New,Sell,20.04,0,2065
2025-07-24T03:38:08.3273233Z,5ed9028e-6513-4e2d-a184-b98588f02a58,Cancel,Buy,19.96,0,0
2025-07-24T03:38:08.3373233Z,f4a53b8a-fc4c-41ad-81b3-9a5f27eee048,New,Sell,20.06,0,624
2025-07-24T03:38:08.3373233Z,152318c9-4d41-41de-ba66-a026d5d88087,Cancel,Buy,19.94,0,0
2025-07-24T03:38:08.3473233Z,5f0b2257-30db-4351-b0bf-0efecefdb68e,New,Sell,20.04,0,1475
2025-07-24T03:38:08.3573233Z,1f3e6ba4-f4a2-4e59-892e-5b0bed383c6c,Trade,Sell,20.04,453,1612
2025-07-24T03:38:08.3573233Z,a2ec50fe-d9f0-48df-8022-6f7c82285121,Cancel,Buy,19.91,0,0
2025-07-24T03:38:08.3673233Z,5f0b2257-30db-4351-b0bf-0efecefdb68e,Trade,Sell,20.04,1205,270
2025-07-24T03:38:08.3773233Z,1f3e6ba4-f4a2-4e59-892e-5b0bed383c6c,Trade,Sell,20.04,258,1354
2025-07-24T03:38:08.3873233Z,6ed44c2b-2570-4a24-8aa8-6e651e75d799,New,Sell,20.06,0,1302
2025-07-24T03:38:08.3973233Z,5f0b2257-30db-4351-b0bf-0efecefdb68e,Trade,Sell,20.04,270,0
2025-07-24T03:38:08.3973233Z,1f3e6ba4-f4a2-4e59-892e-5b0bed383c6c,Trade,Sell,20.04,1354,0
2025-07-24T03:38:08.3973233Z,a7945c7b-512b-4db5-9924-35f033bee389,Trade,Sell,20.05,2483,17
2025-07-24T03:38:08.4073233Z,638bfe96-8896-4a59-a1a9-a3e77575c1d5,New,Sell,20.04,0,337
2025-07-24T03:38:08.4073233Z,1d4a7f81-091d-427d-a25f-d1d85fda2f7d,Cancel,Buy,19.96,0,0
2025-07-24T03:38:08.4173233Z,638bfe96-8896-4a59-a1a9-a3e77575c1d5,Trade,Sell,20.04,58,279
2025-07-24T03:38:08.4273233Z,99f52d9a-fe5f-4755-992f-f952f7d5438d,New,Buy,20.02,0,1756
2025-07-24T03:38:08.4273233Z,2535c6f1-a454-460f-b323-cd53565401e8,Cancel,Sell,20.14,0,0
2025-07-24T03:38:08.4373233Z,fbd24619-b4b6-4e3d-b9d1-00aebf2d00da,New,Buy,20.03,0,2222
2025-07-24T03:38:08.4473233Z,638bfe96-8896-4a59-a1a9-a3e77575c1d5,Trade,Sell,20.04,279,0
2025-07-24T03:38:08.4473233Z,f0b98fef-a3fd-4336-8cb0-5ccc69cdefd4,Trade,Sell,20.05,955,1545
2025-07-24T03:38:08.4473233Z,be830465-a4be-4fe4-949c-40fc4fff366d,Cancel,Buy,20.03,0,0
2025-07-24T03:38:08.4573233Z,fbd24619-b4b6-4e3d-b9d1-00aebf2d00da,Trade,Buy,20.03,923,1299
2025-07-24T03:38:08.4673233Z,fbd24619-b4b6-4e3d-b9d1-00aebf2d00da,Trade,Buy,20.03,747,552
2025-07-24T03:38:08.4773233Z,de7a3f4f-9548-446c-90ac-a355f88083eb,Trade,Sell,20.05,349,2151
2025-07-24T03:38:08.4873233Z,30768574-33a6-4783-81dd-e5fdfb888aad,Trade,Sell,20.05,500,2000
2025-07-24T03:38:08.4973233Z,5b40ba46-483f-415d-87ed-dd9e6e455ce0,New,Sell,20.05,0,1348
2025-07-24T03:38:08.5073233Z,216f26e9-9a03-4f9c-9d01-2470b82eb377,New,Buy,20.03,0,667
2025-07-24T03:38:08.5073233Z,1b71f7dd-d320-492c-bab6-b9b5c79a1185,Cancel,Buy,19.99,0,0
2025-07-24T03:38:08.5173233Z,b254db15-a521-4090-99ee-6e131c7d5904,Trade,Sell,20.05,737,1763
2025-07-24T03:38:08.5273233Z,fbd24619-b4b6-4e3d-b9d1-00aebf2d00da,Trade,Buy,20.03,511,41
2025-07-24T03:38:08.5373233Z,200fe223-66d6-4969-8cf0-0fe9305c3841,Trade,Sell,20.05,2500,0
2025-07-24T03:38:08.5373233Z,93f81521-817e-4026-82ad-8fe9fe1bfb27,Trade,Sell,20.05,1099,0
2025-07-24T03:38:08.5373233Z,c6cdd495-a0b6-4ba4-9d9b-fa29d95d19fd,Trade,Sell,20.05,1570,72
2025-07-24T03:38:08.5373233Z,6c6218a7-0840-4ff0-8cab-f9b942151709,Cancel,Buy,19.97,0,0
2025-07-24T03:38:08.5473233Z,7c2ce960-c517-430a-b7a2-135f826e960c,New,Buy,20.03,0,5022
2025-07-24T03:38:08.5573233Z,216f26e9-9a03-4f9c-9d01-2470b82eb377,Trade,Buy,20.03,667,0
2025-07-24T03:38:08.5573233Z,fbd24619-b4b6-4e3d-b9d1-00aebf2d00da,Trade,Buy,20.03,41,0
2025-07-24T03:38:08.5573233Z,3996d054-cf4c-40d2-9d2c-78df1ed6b383,Trade,Buy,20.03,2500,0
2025-07-24T03:38:08.5573233Z,7c2ce960-c517-430a-b7a2-135f826e960c,Trade,Buy,20.03,392,4630
2025-07-24T03:38:08.5673233Z,7b446574-092d-41a0-af37-1f7eb3e715d9,New,Buy,20.02,0,1490
2025-07-24T03:38:08.5773233Z,7c2ce960-c517-430a-b7a2-135f826e960c,Trade,Buy,20.03,1334,3296
2025-07-24T03:38:08.5873233Z,4860189a-8f6e-42de-907e-d283e6d7114f,New,Sell,20.05,0,79
2025-07-24T03:38:08.5973233Z,da42a720-f41c-4503-ba0a-47efb6a3b5e8,New,Buy,20.03,0,136
2025-07-24T03:38:08.6073233Z,5b40ba46-483f-415d-87ed-dd9e6e455ce0,Trade,Sell,20.05,1348,0
